Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Class
0.1184,-0.3564,0.7162,-1.2329,0.0233,1.9765,1.163,1 
-1.0372,1.6719,1.8875,3.5359,1.965,1.2688,1.4176,1 
-0.8443,-0.5793,2.2738,3.5724,2.3521,3.1498,2.1406,1 
-0.7457,-0.5655,2.1616,0.4202,0.6806,2.6425,2.9025,1 
0.8757,-2.7635,3.9653,0.8489,2.6146,1.4656,0.7587,1 
1.3467,-0.5543,1.9423,2.6347,1.9061,2.6071,1.3988,1 
1.6578,-0.8038,2.5396,3.4125,1.0968,0.0334,1.3948,1 
0.4231,0.4876,1.0875,1.8425,2.5256,1.3407,0.7688,1 
-0.1258,0.186,2.4736,1.9258,0.8677,1.1051,1.4535,1 
-0.6382,-2.3188,1.7493,3.4976,0.5908,1.788,2.0726,1 
1.7203,0.1372,2.5909,0.7534,1.773,3.6819,1.8092,1 
1.3096,0.1274,3.4449,1.0827,0.8551,1.7819,2.2146,1 
-0.2734,0.2853,1.7921,1.209,1.7935,1.519,2.1647,1 
-0.249,0.5843,3.006,4.315,3.9283,0.5398,1.2763,1 
0.7829,-0.2862,1.5387,2.1098,-0.6911,2.7152,0.4101,1 
-0.747,-1.1568,2.5693,0.988,1.8767,2.3677,3.2056,1 
0.1357,0.7856,1.5825,1.8315,2.0585,3.5829,1.2964,1 
-0.7556,1.7839,2.1729,1.6671,-0.8918,2.2419,2.3687,1 
-0.8815,0.9011,2.421,3.3744,1.6015,1.9102,1.4582,1 
0.1262,0.4533,3.1995,1.0213,1.1512,0.4919,0.2822,1 
-0.3167,-0.7262,2.9074,2.3126,2.4005,1.829,1.7413,1 
0.1544,-2.483,2.8127,4.2876,0.2663,1.4817,1.6725,1 
-0.4694,-0.1278,1.7096,2.6849,1.8746,3.1911,3.1686,1 
0.3718,0.7484,2.5547,3.0128,1.9172,3.5884,2.4177,1 
-0.1297,1.0777,0.7208,3.4851,1.769,1.0851,0.916,1 
-1.9809,1.3781,-0.4262,2.751,2.0819,1.7067,2.6022,1 
0.2387,-1.9534,2.285,0.8933,0.525,1.6392,1.9893,1 
-1.945,-1.2613,3.968,2.3536,2.3715,2.8879,0.9291,1 
0.5078,-1.0461,0.9423,3.4222,1.8403,2.3597,0.8088,1 
0.6156,0.3063,2.5377,3.2931,2.0751,1.7257,1.5663,1 
1.1826,2.5623,3.3108,2.1504,2.8899,1.8137,1.6333,1 
-0.716,-0.4945,2.8549,2.2761,2.2124,0.6552,3.2049,1 
-0.7939,0.601,3.1342,0.3576,2.1096,1.9946,2.9742,1 
-0.234,-0.1969,1.3531,2.418,1.7333,3.1943,0.1589,1 
0.7193,-1.8826,1.447,2.4261,2.4814,1.8147,2.205,1 
-0.475,-1.5083,3.173,2.8469,1.6332,1.3087,1.5578,1 
0.0811,-0.5195,-0.7171,1.7829,1.5318,2.91,1.056,1 
0.6561,0.3139,1.6563,0.914,2.4392,0.278,2.1638,1 
-0.7874,0.1524,3.5896,2.5085,2.4789,0.4591,3.1793,1 
-0.2426,0.7221,2.7175,3.1414,2.1337,1.883,4.1626,1 
1.0199,-0.3813,1.9725,2.4129,2.8494,0.6382,1.2067,1 
-1.1033,-1.1812,3.5968,3.7878,0.1529,2.1331,2.1634,1 
0.2952,1.545,1.2643,3.0494,1.2943,1.8241,1.9638,1 
-0.0493,0.8327,2.853,3.6896,0.2124,2.4322,0.7667,1 
0.6602,-0.8829,1.2173,2.4753,1.3798,1.7794,3.0919,1 
0.3578,-0.0248,3.2627,3.4318,1.3144,2.1596,1.4161,1 
-0.2357,-1.099,2.1235,1.5011,3.6453,3.2765,2.7095,1 
-0.3967,-0.3154,1.6503,2.3254,0.3085,1.63,2.0157,1 
0.2775,0.177,1.1153,1.9335,0.6145,2.4853,0.9463,1 
0.2369,0.405,2.0222,1.9007,2.5701,0.0197,1.5188,1 
-0.4892,-0.4924,3.4309,0.6098,3.3539,2.5033,0.4596,1 
0.5929,0.2137,-1.7401,2.8982,1.7643,2.9956,1.8686,1 
-1.1765,-1.0456,1.5378,3.7774,3.3342,1.5614,2.642,1 
0.0498,-0.4334,1.857,1.7013,3.0496,1.726,3.4401,1 
0.9648,-0.4913,2.2748,2.2073,2.4908,0.6446,2.5401,1 
0.1158,-0.8926,1.3212,2.8067,1.5874,1.1274,1.1478,1 
-1.3076,0.4082,2.118,1.2016,-0.0302,0.5351,2.2435,1 
-0.4037,1.1674,1.2112,3.6663,2.4005,3.204,2.0104,1 
0.5342,0.1149,2.0274,2.9766,0.5191,1.5164,1.0377,1 
1.4821,0.0146,2.1452,1.6016,3.3928,2.0623,3.7427,1 
2.0043,0.3382,1.5017,2.3724,0.7846,2.2602,2.8386,1 
1.5134,0.4876,2.4723,2.6655,2.2011,0.9702,2.8964,1 
1.068,0.5429,4.7172,2.1363,1.0829,4.3024,2.7945,1 
-0.6933,0.5219,2.2706,0.7891,0.9658,2.5428,1.8369,1 
0.2328,-0.2289,1.0522,1.8922,0.6846,3.3173,1.1423,1 
1.0653,-0.2176,0.7026,1.5583,2.7206,2.382,2.3309,1 
0.4953,0.0763,2.7909,2.7098,3.2213,1.8964,2.4301,1 
-1.3567,0.4153,2.4453,2.6953,0.8011,1.4729,1.8231,1 
-0.5357,1.2257,1.3237,0.5159,3.2371,1.7517,0.5314,1 
0.929,0.5157,2.4922,1.4947,1.8867,2.8693,1.2856,1 
-0.9169,0.8373,3.0825,3.7665,2.1944,2.5737,4.905,1 
0.5071,-0.5667,2.0284,3.023,-0.2175,2.7037,2.683,1 
0.6237,-0.4681,0.855,0.9127,1.1486,0.8964,-0.1204,1 
-0.3577,-0.9558,4.6565,0.5407,1.6601,2.2122,1.0405,1 
-0.493,0.5744,2.6998,2.4571,4.196,1.6998,2.1067,1 
0.4096,1.4088,2.978,1.4867,3.287,1.3436,2.9396,1 
0.6128,-0.5221,3.6558,0.9924,1.3962,-0.1411,1.2649,1 
-0.7383,3.752,4.0972,2.4546,2.7383,2.0584,1.0107,1 
-1.0729,1.8059,1.9889,2.5915,2.1685,0.5728,1.2545,1 
0.714,-1.5152,0.4147,1.6362,2.3863,1.5842,1.7154,1 
0.0109,-0.3543,2.1451,2.254,3.1506,2.3559,2.6147,1 
-0.4541,-0.0157,1.8185,4.3931,1.6239,1.4009,1.8367,1 
-0.5572,1.0089,2.8551,2.7696,1.1005,1.644,2.1547,1 
-0.1573,-0.7668,1.7048,1.4745,0.115,2.0819,2.2786,1 
-1.163,1.128,1.8655,1.8824,2.6554,2.6451,1.4137,1 
0.2984,1.8186,3.0743,2.3719,0.8813,1.9505,2.8933,1 
-0.7367,1.7431,1.7028,0.5977,2.7394,1.0402,1.7392,1 
1.3025,-1.5105,2.1554,3.893,0.3778,3.5853,1.473,1 
-2.1784,-0.925,2.9113,1.7844,1.2076,1.4294,2.8021,1 
0.1595,-1.424,1.5107,2.935,2.4274,0.1346,1.7823,1 
0.0048,0.9453,1.4508,2.8639,0.7999,1.1886,3.1801,1 
1.3746,0.1453,2.612,1.9128,1.6838,2.2878,2.7619,1 
-0.0755,-0.2284,2.2908,1.5877,0.3272,2.3079,1.1803,1 
1.1694,-0.6152,3.8297,2.8799,1.203,2.9219,2.2727,1 
0.3863,-2.3792,1.945,0.7092,1.6181,1.9632,1.6559,1 
-0.164,-1.4098,3.0355,1.098,0.8018,2.3407,3.1114,1 
0.5631,-0.85,2.9923,1.1481,1.7329,1.0491,4.0193,1 
0.5688,1.2714,2.3139,3.2119,1.8495,0.859,3.0867,1 
-0.7741,-0.9606,2.2848,0.9024,1.0449,1.3603,3.1253,1 
-1.0035,0.1104,-0.3165,1.2472,2.696,2.2693,3.5142,1 
1.1224,-0.0579,3.0938,1.5382,3.6875,0.9456,3.057,1 
-0.7326,-0.4682,1.27,2.1148,1.8424,3.064,2.7749,1 
-1.2883,-1.1335,2.3865,2.2894,1.5423,1.5833,2.9643,1 
-1.4108,-0.6425,4.1939,1.734,2.5563,2.8573,1.5728,1 
0.4716,-2.5656,2.0155,3.0651,4.6773,1.2073,-1.1048,1 
0.1426,0.0554,1.6353,3.3249,2.8715,3.1562,2.923,1 
-0.8691,0.9915,3.6272,0.7093,2.3395,2.5829,1.4754,1 
-1.1191,0.0777,1.4985,1.59,1.3028,1.6509,0.8126,1 
-1.3947,-0.452,2.3941,2.2987,0.2165,1.6269,3.2274,1 
-0.2258,-0.4604,2.0391,1.8102,0.4427,2.3404,2.9213,1 
1.3593,-0.8472,1.3479,1.3493,2.0108,3.7412,2.0784,1 
-0.7752,0.6663,1.2428,2.1071,3.3114,3.3162,2.1391,1 
-0.1459,0.3055,2.3286,2.4043,1.7196,3.0126,0.2152,1 
1.2156,1.227,2.1801,3.2653,0.9593,2.4025,2.7,1 
-1.9499,1.1688,1.6904,2.7581,1.0986,2.2291,2.3032,1 
-0.3684,-0.3826,0.99,1.8841,1.6005,3.6041,1.3844,1 
-0.19,2.5458,2.2598,1.3549,1.6158,2.6391,0.9291,1 
-1.0573,0.6098,1.3521,-0.2641,-0.1839,1.0942,3.007,1 
1.0955,0.4913,1.2725,2.5729,0.8018,2.6077,1.6278,1 
1.5376,0.5907,1.519,1.9761,1.8378,2.7501,2.223,1 
-0.9047,-0.3527,1.7285,3.489,3.5661,4.3855,3.6026,1 
-1.1887,-0.1262,0.7746,0.9817,1.2469,1.9378,3.0287,1 
-1.3152,-0.2029,2.5713,1.503,2.9561,-0.1473,1.1742,1 
0.5934,-0.4481,2.4017,0.7416,2.548,1.5301,1.8531,1 
-1.4104,0.163,3.0953,3.2511,-0.1427,3.5654,1.0594,1 
0.3532,1.9561,1.0809,2.1067,1.6309,2.293,3.6767,1 
1.0252,-0.4287,2.6336,2.6741,1.9259,3.9399,0.9247,1 
1.6353,-0.7266,0.9431,1.0536,1.1791,1.8634,2.1054,1 
-2.2263,-0.3855,2.0079,2.2701,4.2864,2.4201,0.3138,1 
0.3849,0.3893,1.5756,0.3714,1.9696,-0.3829,0.704,1 
0.89,0.7931,1.4175,1.0888,3.6698,3.4631,3.7932,1 
-0.397,0.6401,1.3296,2.5763,3.1901,1.7055,1.7593,1 
-0.9334,-0.9182,2.0359,1.7591,1.2645,2.9651,1.3806,1 
1.3174,0.2542,1.0132,2.1871,3.593,2.9653,1.7038,1 
-1.4939,0.0013,2.9732,2.1195,2.4978,3.6779,2.3289,1 
-1.1494,2.0565,0.5769,2.7647,2.8387,2.8349,2.7526,1 
-2.3357,-0.8732,1.931,2.3263,2.0892,2.369,1.2793,1 
-1.9345,-1.1007,2.0229,0.8,2.3493,1.2315,2.6015,1 
1.3118,-1.2306,0.7601,3.3855,1.9441,1.0252,3.1924,1 
-0.3578,3.117,2.8192,1.435,0.5733,1.9747,1.2663,1 
1.4295,-0.2073,-1.1039,2.2734,0.6814,2.4153,1.5847,1 
-0.0191,-1.3137,2.1268,3.0001,1.151,1.8234,2.7977,1 
-1.4395,-0.4769,2.8165,2.6239,1.3305,1.6956,0.9559,1 
-1.2045,-0.4216,3.5988,3.6426,0.8907,1.6183,3.009,1 
1.1504,1.3561,1.4161,0.3107,2.7515,1.6149,3.1184,1 
0.6569,-1.0898,2.5715,2.5265,0.6543,1.9228,2.8605,1 
-1.54,-0.1591,3.1631,1.5236,2.9353,0.2456,2.9014,1 
-0.9189,1.7129,3.5981,3.3792,1.3031,1.1544,1.4301,1 
1.5169,-0.123,2.1817,3.4651,1.8352,2.2847,0.6464,1 
-0.7662,0.6995,0.6881,2.379,2.8376,3.2476,2.7159,1 
-0.4193,2.3481,1.7412,1.025,2.6449,2.7505,1.7933,1 
-0.1285,1.3467,3.1108,1.3322,1.182,1.9349,1.641,1 
-0.9765,-0.0759,2.2428,1.0605,1.4485,1.9314,4.0091,1 
-0.0734,1.301,1.6087,3.484,2.5081,1.0301,0.6515,1 
-0.3503,0.476,1.9372,2.8221,1.9986,0.0159,3.7412,1 
-1.9816,-0.2209,2.0312,2.1737,2.6113,3.5839,2.1764,1 
0.2753,0.146,2.0637,1.1754,3.643,1.8148,1.0652,1 
1.3531,-0.6486,1.5662,1.3955,0.9828,1.4039,2.8692,1 
-1.2147,1.3198,2.5389,0.6078,1.8147,1.1998,1.5031,1 
0.6135,0.4777,1.1615,0.3965,2.6392,2.8491,3.377,1 
-0.469,-0.2981,1.9735,1.5414,3.0272,0.9472,1.6405,1 
-0.8133,1.2554,1.8047,2.1963,1.8275,1.3176,1.8014,1 
-1.6226,0.4456,0.9832,2.982,2.4079,1.0067,1.0864,1 
0.2956,-0.5468,2.4992,2.2332,2.9446,2.9332,1.8824,1 
-0.6301,0.6094,1.5556,2.5143,2.2106,1.1607,2.359,1 
-2.147,-0.4382,1.2515,3.5066,2.2258,2.0386,2.8158,1 
0.9264,0.9725,2.7707,2.4011,2.5479,2.2616,0.9964,1 
1.1105,-0.695,1.8673,1.1184,2.0331,2.5011,2.0659,1 
1.3256,0.9503,3.5533,1.35,1.4121,1.3931,0.7899,1 
-0.8404,-2.2668,2.4705,1.9447,-0.1561,3.2294,0.5091,1 
1.5267,2.7754,4.0806,2.1809,1.48,1.5101,1.4401,1 
0.3025,-0.9504,2.5427,1.2304,1.1659,2.442,1.7797,1 
-0.1325,1.7981,2.3596,2.0374,3.0737,1.1443,1.1632,1 
0.493,1.3404,1.7834,3.0556,3.7532,3.8333,1.1899,1 
-0.5994,0.14,3.7457,2.0898,2.0225,1.6265,0.3825,1 
0.919,0.7143,2.3376,1.2456,2.1335,0.7393,1.66,1 
-0.2368,-1.7451,2.2952,1.1102,2.2391,4.4557,1.9991,1 
-0.0205,-0.083,1.0004,1.3745,2.2784,3.0342,0.1708,1 
0.8955,0.6916,1.69,1.3267,2.3508,4.0366,2.6834,1 
-1.0191,0.5234,2.5866,3.2037,2.4891,3.4508,0.7818,1 
-1.2086,0.475,1.751,0.9209,2.6308,1.5501,2.2197,1 
-1.8018,-0.6204,2.8162,1.4552,1.9594,2.3395,1.9952,1 
-0.4695,1.0757,1.7752,1.0728,3.7462,1.4413,2.8582,1 
-0.6073,1.8542,2.031,3.0064,2.101,0.656,3.179,1 
-0.4836,-1.3428,0.3326,3.1419,2.0392,3.763,2.2725,1 
0.346,-0.1948,0.9219,2.5178,3.6699,0.8771,1.496,1 
-0.6712,-0.3673,2.0976,2.0542,2.8774,3.3911,1.652,1 
-0.1656,-0.8403,1.716,1.4955,1.3234,2.9475,1.3219,1 
-0.0213,1.5439,3.7013,0.8654,2.543,2.8053,1.3059,1 
-0.2334,0.317,0.1844,0.2463,2.402,1.8922,4.1866,1 
-0.5661,0.9896,2.6935,1.1231,2.2712,0.9906,2.5432,1 
0.6831,0.8349,2.7783,3.2177,1.4807,0.4341,2.008,1 
1.6293,0.3599,2.5826,1.3304,0.2886,2.4048,1.9334,1 
-1.9724,-0.7387,0.3597,3.0931,2.113,2.3082,2.1802,1 
-0.3042,-1.2791,2.4122,2.1972,2.3476,1.597,0.6752,1 
1.0248,0.394,-0.7189,2.2525,1.1009,3.031,1.8948,1 
-0.4177,-0.0787,1.9015,2.2247,2.3519,0.0625,0.9771,1 
-0.3579,-0.0507,2.615,0.9891,2.7194,2.4784,1.5059,1 
2.3019,-0.8083,0.919,2.7944,0.9484,2.0309,3.7017,1 
1.1292,-0.1329,2.8083,1.284,0.8023,2.6328,1.54,1 
-0.6345,-1.4653,0.7269,1.8714,1.9555,3.873,0.1063,1 
1.4932,-1.3645,2.6184,2.5258,2.4988,2.3349,0.3845,1 
-1.1175,-1.4143,2.1298,1.5695,2.6215,0.635,0.7639,1 
1.5101,1.1681,2.0035,0.7735,3.8151,1.279,0.9536,1 
1.102,0.8309,3.7564,0.5807,2.1467,0.3832,1.3914,1 
0.4292,-0.3743,1.8185,1.9413,3.0333,1.6899,3.6486,1 
0.7563,0.2746,1.5421,2.1811,-0.6306,2.8643,2.8971,1 
-2.676,0.0646,2.339,2.9689,1.4176,1.4208,2.5523,1 
0.85,0.8452,1.196,2.3334,2.5399,0.0111,1.4624,1 
-0.468,0.5305,0.5446,3.6708,2.072,0.6369,3.6681,1 
0.4742,-0.8373,1.6633,2.1297,2.0721,3.4094,1.0757,1 
0.6133,-0.3401,0.9166,1.3125,2.2268,2.9222,2.4016,1 
-1.2363,2.1353,2.9679,3.2122,1.0673,1.0081,2.1941,1 
-0.6517,-1.1884,3.1459,3.0043,2.6581,1.8965,1.0402,1 
-0.0571,-2.2521,2.01,3.0558,3.3274,4.0022,2.6915,1 
1.8606,-0.4034,2.8311,2.0588,2.5947,2.4523,2.0834,1 
-1.4574,-1.5062,2.5289,1.3832,1.4649,-0.9729,1.8365,1 
-0.4128,-0.1908,2.3576,2.4564,2.838,0.7922,0.8109,1 
0.4932,0.5151,1.0642,2.6024,-0.7351,1.3107,2.3698,1 
0.237,2.208,1.1575,1.5208,1.2445,1.2454,2.5922,1 
0.7106,-0.497,1.6798,2.7569,1.8045,3.8412,1.1504,1 
0.6321,0.3142,0.5499,3.1273,0.1623,2.0758,2.2179,1 
-1.2969,0.6912,1.4171,2.971,3.2032,3.465,1.4692,1 
1.5652,0.2903,1.8176,1.439,1.3097,0.341,3.2805,1 
-0.1292,-1.7898,3.3221,2.5397,3.0069,1.8067,2.8816,1 
-2.0883,-1.2248,-0.0263,2.079,1.3353,2.2586,1.2844,1 
-0.04,-1.8179,3.1524,3.2659,3.3111,1.9636,0.978,1 
-0.3501,1.6407,1.1492,1.466,1.8226,2.3681,1.3162,1 
-0.1692,-0.4378,1.3202,3.3098,2.038,3.0668,5.0648,1 
0.1025,0.4486,2.4793,2.5017,1.7034,0.7738,4.3455,1 
0.3928,0.1576,2.7684,1.6734,3.1308,1.0207,0.4485,1 
-0.5079,1.3313,0.9489,1.8694,0.5349,2.2175,1.4223,1 
0.6823,1.168,1.2538,1.855,0.6748,2.9906,2.5958,1 
0.2525,-1.2478,1.0685,2.3553,2.5716,2.5927,1.9725,1 
-1.4356,-1.3427,2.4704,3.1732,1.0186,3.6068,2.5045,1 
0.3324,0.6011,1.885,0.497,4.7058,2.7305,2.4287,1 
-0.062,0.6717,2.0818,3.3567,2.4895,0.8259,1.1253,1 
-1.304,-1.2074,1.9252,3.8195,0.9076,1.6651,0.1812,1 
-2.0694,-0.9856,1.1351,1.8866,2.687,3.4577,1.8703,1 
-0.2102,-0.4017,3.3309,2.3233,2.4197,0.382,1.6698,1 
-0.5644,1.1834,3.7749,1.9088,2.7298,2.5802,1.3544,1 
-0.181,-0.8372,4.6195,1.325,1.5808,1.9818,0.8713,1 
0.7499,0.8512,2.1021,1.4322,1.6884,1.2275,3.7982,1 
-0.9732,-1.5638,2.2873,0.4082,3.4245,2.1533,0.5681,1 
-0.4506,1.8984,1.0475,1.6243,1.9802,0.2867,2.286,1 
-0.1865,-0.4935,1.4767,2.0231,2.1313,0.8516,1.5798,1 
0.0691,-0.6789,0.6824,2.067,0.3682,1.5366,1.6011,1 
-0.6736,-0.4239,2.4679,3.707,0.8775,3.2495,2.7763,1 
-1.0335,-0.7903,3.6558,1.6291,2.1982,1.2224,2.22,1 
-1.2895,-1.2749,1.409,1.9498,3.6663,2.8155,1.8658,1 
0.6813,0.7807,3.9387,1.5765,2.8049,1.9945,0.5364,1 
-0.9683,0.3588,1.6391,1.6396,0.2651,2.352,1.5686,1 
1.8377,-0.6665,1.4161,3.858,1.9553,3.8217,1.0806,1 
1.6756,0.5893,2.3037,3.1281,3.3781,2.8317,3.0208,1 
0.8118,-1.1272,2.8129,1.7017,0.8103,1.784,0.9355,1 
0.3633,0.5979,0.6539,3.1524,2.4082,1.3741,2.4921,1 
0.7891,0.454,1.8838,2.0231,4.0336,1.0433,1.56,1 
0.4967,-1.3705,0.9148,2.6206,1.0908,1.0299,2.4267,1 
-0.1408,1.2666,0.8821,0.9733,2.1961,1.438,2.353,1 
1.243,-0.0198,1.5493,2.6304,3.0359,1.1976,0.7824,1 
-2.0243,-0.7593,2.8281,0.9853,1.7674,2.1514,2.8724,1 
-0.2981,-1.69,2.5072,2.3909,1.7397,2.9475,3.2068,1 
1.7156,-1.7266,1.2868,1.3763,3.8481,1.8391,1.3872,1 
1.3356,-0.2318,2.7658,2.2032,1.1055,1.1843,1.6104,1 
-0.8736,-0.2972,2.43,3.9667,3.9281,1.6973,0.0199,1 
0.8782,1.0717,2.3586,1.291,3.2032,2.2149,0.2503,1 
1.0426,-0.8932,2.2665,2.3483,2.4661,3.0746,2.9654,1 
-0.4103,-0.5889,2.0017,3.5075,1.9273,4.1447,-0.1752,1 
0.6596,0.6249,3.2635,3.5653,1.9974,1.2478,2.5775,1 
-0.3229,-0.8256,1.3292,2.03,2.6575,3.9374,1.9712,1 
0.794,2.0875,0.2332,2.0457,1.0081,1.1555,1.9725,1 
1.2786,0.8968,0.5535,1.0708,2.2226,3.7664,2.8018,1 
1.0767,0.0571,1.4925,3.3282,1.6694,2.8204,0.7528,1 
1.3404,0.5524,1.2838,4.1408,1.4835,1.7243,1.3694,1 
-0.4535,0.2126,2.9861,1.0967,2.0286,2.6249,2.0225,1 
0.1067,1.1457,2.4163,2.5898,3.2462,2.178,3.2053,1 
-1.0228,0.3527,1.8798,1.1852,2.3351,2.1192,2.6987,1 
-0.6918,0.6204,1.9102,1.1195,1.6639,1.6398,2.7919,1 
0.8075,-1.0703,-1.6566,1.8978,2.8956,2.8731,2.2437,1 
-0.8177,0.6642,2.6422,3.43,2.0633,1.0353,1.4373,1 
1.109,-1.1596,1.7059,3.7508,1.5377,1.8693,2.3877,1 
0.1122,1.4646,1.8393,2.1229,2.4376,1.8904,1.5541,1 
1.2023,-0.8649,2.89,1.1695,3.558,1.0426,1.8857,1 
-0.9877,0.077,0.4731,2.7599,2.485,3.5213,2.5849,1 
-0.7582,0.2217,2.1666,-0.1633,0.9123,0.7572,1.2185,1 
0.4668,0.2789,0.8918,2.9963,3.1091,-0.0272,2.8729,1 
-1.4312,-0.9849,2.9835,2.5292,3.2504,0.9344,2.7717,1 
-0.1759,-0.266,3.5915,2.0877,2.4573,1.3834,4.2286,1 
0.8813,0.5232,2.3099,2.3815,4.0034,1.7983,1.2429,1 
0.7455,-1.2011,2.2133,2.4561,1.6902,2.3757,2.5442,1 
-0.6127,0.1537,-0.3368,1.2195,1.9208,2.0516,2.4249,1 
0.7617,0.6162,1.3261,4.1709,1.7473,2.2455,1.0711,1 
-0.6335,1.8007,3.925,0.1998,2.4051,4.7157,1.9217,1 
-0.7773,0.8651,1.6182,1.4802,4.4239,2.2674,4.0926,1 
0.5565,-0.9708,1.821,1.5203,1.459,1.7508,2.6734,1 
0.2097,0.5676,1.8563,2.3176,4.1659,1.0772,1.7627,1 
0.3178,1.8398,4.2108,1.8555,0.0271,1.8301,2.1182,1 
-0.8919,-1.1404,1.8344,2.8472,0.4756,2.2885,0.0788,1 
0.6701,-1.1028,1.8268,3.3765,0.2421,1.2408,3.0819,1 
1.9083,-0.8983,1.1662,2.9198,2.1431,1.8147,0.9915,1 
0.333,0.6208,1.8529,2.2352,1.9695,0.8701,1.9695,1 
1.378,-0.1806,2.342,1.6273,2.0989,1.6147,1.5824,1 
-0.5756,-0.5492,1.8366,1.4672,0.0299,2.2284,2.1228,1 
0.6733,-0.0906,1.0782,2.6391,2.3783,1.6307,1.255,1 
1.3736,-0.3883,2.2589,1.0253,1.7814,2.0997,1.7172,1 
